id,name,bounty,crew,fruit,status,job,emperor,bounty_human_readable,bounty_category
243,Tohomé,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,Não tem recompensa,Sem recompensa
244,Yazaémon,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,Não tem recompensa,Sem recompensa
245,Hotei,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,Não tem recompensa,Sem recompensa
246,Scratchmen Apoo,0,The Hundred Beasts crew,Fruit of the Sound,living,Informer,Sim,Não tem recompensa,Sem recompensa
247,Marchall D. Teach / Barbe Noire,2247600000,Blackbeard's crew,Fruit of Darkness,living,Pirate,Sim,2 bilhão(ões) de berries,Bilhões
248,Jesus Burgess,20000000,Blackbeard's crew,Fruit of strength,living,Admiral ship's captain,Sim,20 milhão(ões) de berries,Milhões
249,Shiliew,0,Blackbeard's crew,Fruit of Invisibility,living,Commander 2nd Ship,Sim,Não tem recompensa,Sem recompensa
250,Van Auger,64000000,Blackbeard's crew,Fruit of teleportation,living,Commander 3rd Ship,Sim,64 milhão(ões) de berries,Milhões
251,Avalo Pizarro,0,Blackbeard's crew,Island fruit,living,Commander 4th Ship,Sim,Não tem recompensa,Sem recompensa
252,Lafitte,42200000,Blackbeard's crew,Não tem,living,Commander 5th Ship,Sim,42 milhão(ões) de berries,Milhões
253,Catarina Devon,0,Blackbeard's crew,"Fruit of the Canidae, Nine-tailed Fox version",living,Commander 6th Ship,Sim,Não tem recompensa,Sem recompensa
254,Sanjuan Wolf,0,Blackbeard's crew,The fruit of gigantism,living,Commander 7th Ship,Sim,Não tem recompensa,Sem recompensa
255,Vasco Shot,0,Blackbeard's crew,Fruit of the Gobbledygook,living,Commander 8th Ship,Sim,Não tem recompensa,Sem recompensa
256,Doc Q,72000000,Blackbeard's crew,Fruit of the disease,living,Commander 9th Ship,Sim,72 milhão(ões) de berries,Milhões
257,Barbe Rose,52000000,Blackbeard's crew,Não tem,living,,Sim,52 milhão(ões) de berries,Milhões
258,Gol D. Roger,5564800000,The Pirates Roger crew,Não tem,Morto,Captain,Sim,6 bilhão(ões) de berries,Bilhões
259,Silvers Rayleigh,0,The Pirates Roger crew,Não tem,living,Right-hand man,Sim,Não tem recompensa,Sem recompensa
260,Scopper Gaban,0,The Pirates Roger crew,Não tem,living,Carpenter,Sim,Não tem recompensa,Sem recompensa
261,Seagull Guns Nozdon,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
262,Taro,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
263,Dringo,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
264,Sanjuan Wolf,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
265,Millet Pine,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
266,Ganryu,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
267,CB Galant,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
268,Donquino,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
269,Mr Momora,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
270,Moon Isaac Jr.,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
271,Yui,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
272,Rangram,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
273,Colonel Mugren,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
274,Max Marks,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
275,Spencer,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
276,Bankro,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
277,Blumarine,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
278,Elio,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
279,Rowing,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
280,Jacsonbaner,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
281,Yamon,0,The Pirates Roger crew,Não tem,living,,Sim,Não tem recompensa,Sem recompensa
282,Arlong,20000000,The Arlong crew,Não tem,living,Captain,Não,20 milhão(ões) de berries,Milhões
283,Kuroobi,9000000,The Arlong crew,Não tem,living,Lieutenant,Não,9 milhão(ões) de berries,Milhões
284,Smack,5500000,The Arlong crew,Não tem,living,Lieutenant,Não,6 milhão(ões) de berries,Milhões
285,Yorki,0,The Rumbar crew,Não tem,Morto,Captain,Não,Não tem recompensa,Sem recompensa
286,Madaisky Mizuta,0,The Rumbar crew,Não tem,Morto,,Não,Não tem recompensa,Sem recompensa
287,Mawaritovsky Mizuta,0,The Rumbar crew,Não tem,Morto,,Não,Não tem recompensa,Sem recompensa
288,Sarquiss,38000000,Equipage de Bellamy,Não tem,Morto,,Não,38 milhão(ões) de berries,Milhões
289,Edward Newgate / Barbe Blanche,5046000000,Whitebeard's crew,Fruit of Trembling,Morto,Captain,Sim,5 bilhão(ões) de berries,Bilhões
290,Portgas D. Ace,550000000,Whitebeard's crew,Pyro-Fruit,Morto,Commander 2nd Ship,Sim,550 milhão(ões) de berries,Milhões
291,Diamond Joz,0,Whitebeard's crew,Sparkling Fruit,living,Commander 3rd Ship,Sim,Não tem recompensa,Sem recompensa
292,Thatch,0,Whitebeard's crew,Não tem,Morto,Commander 4th Ship,Sim,Não tem recompensa,Sem recompensa
293,Vista,0,Whitebeard's crew,Não tem,living,Commander 5th Ship,Sim,Não tem recompensa,Sem recompensa
294,Blamenco,0,Whitebeard's crew,Fruit de la Poche,living,Commander 6th Ship,Sim,Não tem recompensa,Sem recompensa
295,Rakuyo,0,Whitebeard's crew,Não tem,living,Commander 7th Ship,Sim,Não tem recompensa,Sem recompensa
296,Blenheim,0,Whitebeard's crew,Não tem,living,Commander 9th Ship,Sim,Não tem recompensa,Sem recompensa
297,Curiel,0,Whitebeard's crew,Não tem,living,Commander 10th Ship,Sim,Não tem recompensa,Sem recompensa
298,Kingdew,0,Whitebeard's crew,Não tem,living,Commander 11th Ship,Sim,Não tem recompensa,Sem recompensa
299,Haruta,0,Whitebeard's crew,Não tem,living,Commander 12th Ship,Sim,Não tem recompensa,Sem recompensa
300,Atmos,0,Whitebeard's crew,Não tem,living,Commander 13th Ship,Sim,Não tem recompensa,Sem recompensa
301,Speed Jill,0,Whitebeard's crew,Não tem,living,Commander 14th Ship,Sim,Não tem recompensa,Sem recompensa
302,Fossa,0,Whitebeard's crew,Não tem,living,Commander 15th Ship,Sim,Não tem recompensa,Sem recompensa
303,Izou,0,Whitebeard's crew,Não tem,Morto,Commander 16th Ship,Sim,Não tem recompensa,Sem recompensa
304,Doma,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
305,Frères DeCalvan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
306,Squardo,210000000,Whitebeard's crew,Não tem,living,Subordinate,Sim,210 milhão(ões) de berries,Milhões
307,Whitey Bay,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
308,Little Oz Junior,550000000,Whitebeard's crew,Não tem,unknown,Subordinate,Sim,550 milhão(ões) de berries,Milhões
309,Mc Guy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
310,A.O,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
311,Karma,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
312,Elmy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
313,Ramba,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
314,Delacuaji,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
315,Zodia,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
316,Palms,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
317,Bizarre,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
318,Pavlik,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
319,Vitan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
320,Islewan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
321,Epoida,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
322,Kechatch,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
323,Choi,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
324,Arhur,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
325,Hangan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
326,Reforte,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
327,Andre,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
328,Ninth,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
329,Blondie,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
330,Nosgarl,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
331,Amadob,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
332,Baggaley,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
333,Wakkem,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
334,Brew,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
335,Brocca,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
336,Rush,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
337,Great Micheal,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
338,Zucca,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
339,Cands,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
340,Kinga,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
341,Colscon,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
342,Agsilly,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
343,Julius,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
344,Happygun,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
345,Sleepy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
346,Forliewbs,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,Não tem recompensa,Sem recompensa
347,Barbos Bruneriguez / Barbe Brune,80060000,The crew of Barbe Brune,Não tem,living,Captain,Não,80 milhão(ões) de berries,Milhões
348,Bluejam,14300000,The Bluejam crew,Não tem,Morto,Captain,Não,14 milhão(ões) de berries,Milhões
349,Porchemy,3400000,The Bluejam crew,Não tem,Morto,,Não,3 milhão(ões) de berries,Milhões
350,Demaro Black,26000000,Faux Equipage du Chapeau de Paille,Não tem,living,Captain,Não,26 milhão(ões) de berries,Milhões
351,Manjaro,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
352,Chocolat,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
353,Mounblutain,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
354,Drip,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
355,Nora Gitsune,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
356,Cocoa,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
357,Turco,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,Não tem recompensa,Sem recompensa
358,Hody Jones,0,The New Fishmen crew,Não tem,living,Captain,Não,Não tem recompensa,Sem recompensa
359,Dosun,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
360,Zeo,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
361,Daruma,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
362,Ikaros Much,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
363,Hyozo,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
364,Vander Decken IX,0,The Flying Pirates crew,Não tem,unknown,Captain,Não,Não tem recompensa,Sem recompensa
365,Don Quijote Doflamingo,340000000,Don Quixote's crew,Fruit du Fil,living,Captain,Não,340 milhão(ões) de berries,Milhões
366,Trébol,99000000,Don Quixote's crew,Poisse-Poisse fruit,living,Lieutenant-Chef,Não,99 milhão(ões) de berries,Milhões
367,Diamante,99000000,Don Quixote's crew,Fruit of the Wind Thief,living,Lieutenant-Chef,Não,99 milhão(ões) de berries,Milhões
368,Pica,99000000,Don Quixote's crew,Fruit de la Caillasse,living,Lieutenant-Chef,Não,99 milhão(ões) de berries,Milhões
369,Vergo,0,Don Quixote's crew,Não tem,Morto,Lieutenant-Chef,Não,Não tem recompensa,Sem recompensa
370,Sugar,0,Don Quixote's crew,Fruit du Joujou,living,Lieutenant of the Trebol Army,Não,Não tem recompensa,Sem recompensa
371,Jora,0,Don Quixote's crew,Fruit of Art,living,Lieutenant of the Trebol Army,Não,Não tem recompensa,Sem recompensa
372,Lao G,61000000,Don Quixote's crew,Não tem,living,Lieutenant of the Army of Diamante,Não,61 milhão(ões) de berries,Milhões
373,Señor Pink,58000000,Don Quixote's crew,Fruit of the Barbotage,living,Lieutenant of the Army of Diamante,Não,58 milhão(ões) de berries,Milhões
374,Machvise,11000000,Don Quixote's crew,Fruit of the Tonne-Tonne,living,Lieutenant of the Army of Diamante,Não,11 milhão(ões) de berries,Milhões
375,Dellinger,150000000,Don Quixote's crew,Não tem,living,Lieutenant of the Army of Diamante,Não,150 milhão(ões) de berries,Milhões
376,Gladius,31000000,Don Quixote's crew,Fruit of the Paf-Paf,living,Pica Army Lieutenant,Não,31 milhão(ões) de berries,Milhões
377,Buffallo,0,Don Quixote's crew,Fruit of the whirlwind,living,Pica Army Lieutenant,Não,Não tem recompensa,Sem recompensa
378,Monet,0,Don Quixote's crew,Fruit du Flocon,Morto,Lieutenant,Não,Não tem recompensa,Sem recompensa
379,Rocks D. Xebec,0,The Rocks crew,Não tem,unknown,Captain,Não,Não tem recompensa,Sem recompensa
380,Im Sama,0,Buggy's Delivery,Não tem,living,Manager,Não,Não tem recompensa,Sem recompensa
381,1er Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,Não tem recompensa,Sem recompensa
382,2e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,Não tem recompensa,Sem recompensa
383,3e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,Não tem recompensa,Sem recompensa
384,4e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,Não tem recompensa,Sem recompensa
385,5e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,Não tem recompensa,Sem recompensa
386,Roswald,0,Dragon Célestes,Não tem,living,,Não,Não tem recompensa,Sem recompensa
387,Charloss,0,Dragon Célestes,Não tem,living,,Não,Não tem recompensa,Sem recompensa
388,Sharlia,0,Dragon Célestes,Não tem,living,,Não,Não tem recompensa,Sem recompensa
389,Don Quijote Myosgard,0,Dragon Célestes,Não tem,Morto,,Não,Não tem recompensa,Sem recompensa
390,Jalmack,0,Dragon Célestes,Não tem,living,,Não,Não tem recompensa,Sem recompensa
391,Guernica,0,Cipher Pol,Não tem,unknown,,Não,Não tem recompensa,Sem recompensa
392,Rob Lucci,0,Cipher Pol,Fruit of the Pachyderm,living,,Não,Não tem recompensa,Sem recompensa
393,Hittori,0,Cipher Pol,Não tem,living,,Não,Não tem recompensa,Sem recompensa
394,Spandam,0,Cipher Pol,Não tem,living,,Não,Não tem recompensa,Sem recompensa
395,Funckfreed,0,Cipher Pol,Fruit of the Pachyderm,living,,Não,Não tem recompensa,Sem recompensa
396,Kaku,0,Cipher Pol,"Fruit du Bovin, Giraffe version",living,,Não,Não tem recompensa,Sem recompensa
397,Stussy,0,Cipher Pol,Não tem,living,,Não,Não tem recompensa,Sem recompensa
398,Maha,0,Cipher Pol,Não tem,living,,Não,Não tem recompensa,Sem recompensa
399,Jerry,0,Cipher Pol,Não tem,living,,Não,Não tem recompensa,Sem recompensa
400,Wanzé,0,Cipher Pol,Não tem,living,,Não,Não tem recompensa,Sem recompensa
401,Bas,0,Enies Lobby,Não tem,living,,Não,Não tem recompensa,Sem recompensa
402,And,0,Enies Lobby,Não tem,living,,Não,Não tem recompensa,Sem recompensa
403,Kerville,0,Enies Lobby,Não tem,living,,Não,Não tem recompensa,Sem recompensa
404,Hannyabal,0,Impel Down,Não tem,living,director,Não,Não tem recompensa,Sem recompensa
405,Magellan,0,Impel Down,Poison Fruit,living,vice-president,Não,Não tem recompensa,Sem recompensa
406,Domino,0,Impel Down,Não tem,living,Head guard,Não,Não tem recompensa,Sem recompensa
407,Saldeath,0,Impel Down,Não tem,living,Chief of guards,Não,Não tem recompensa,Sem recompensa
408,Sadi,0,Impel Down,Não tem,living,Chief of the demonic guard,Não,Não tem recompensa,Sem recompensa
409,Minotaure,0,Impel Down,Não tem,living,Bestial Guard,Não,Não tem recompensa,Sem recompensa
410,Minokoala,0,Impel Down,Não tem,living,Bestial Guard,Não,Não tem recompensa,Sem recompensa
411,Minorhinocéros,0,Impel Down,Não tem,living,Bestial Guard,Não,Não tem recompensa,Sem recompensa
412,Minozèbre,0,Impel Down,Não tem,living,Bestial Guard,Não,Não tem recompensa,Sem recompensa
413,Minochihuabua,0,Impel Down,Não tem,living,Bestial Guard,Não,Não tem recompensa,Sem recompensa
414,Sakazuki / Akainu,0,Marine,Magma Fruit,living,Chief Admiral,Não,Não tem recompensa,Sem recompensa
415,Borsalino / Kizaru,0,Marine,Luminescent Fruit,living,Admiral,Não,Não tem recompensa,Sem recompensa
416,Issho / Fujitora,0,Marine,Fruit of Gravity,living,Admiral,Não,Não tem recompensa,Sem recompensa
417,Aramaki / Ryokugyu,0,Marine,Não tem,living,Admiral,Não,Não tem recompensa,Sem recompensa
418,Monkey D. Garp,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
419,Tsuru,0,Marine,Fruit of the Laundry,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
420,John Giant,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
421,Comir,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
422,Momonga,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
423,Onigumo,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
424,Doberman,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
425,Strawberry,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
426,Yamakaji,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
427,Dalmatien,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
