id,name,bounty,crew,fruit,status,job,emperor,fruit_image
294,Blamenco,0,Whitebeard's crew,Poke Poke no Mi,living,Commander 6th Ship,Sim,https://images.api-onepiece.com/fruits/
295,Rakuyo,0,Whitebeard's crew,Não tem,living,Commander 7th Ship,Sim,
296,Blenheim,0,Whitebeard's crew,Não tem,living,Commander 9th Ship,Sim,
297,Curiel,0,Whitebeard's crew,Não tem,living,Commander 10th Ship,Sim,
298,Kingdew,0,Whitebeard's crew,Não tem,living,Commander 11th Ship,Sim,
299,Haruta,0,Whitebeard's crew,Não tem,living,Commander 12th Ship,Sim,
300,Atmos,0,Whitebeard's crew,Não tem,living,Commander 13th Ship,Sim,
301,Speed Jill,0,Whitebeard's crew,Não tem,living,Commander 14th Ship,Sim,
302,Fossa,0,Whitebeard's crew,Não tem,living,Commander 15th Ship,Sim,
303,Izou,0,Whitebeard's crew,Não tem,Morto,Commander 16th Ship,Sim,
304,Doma,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
305,Frères DeCalvan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
306,Squardo,210000000,Whitebeard's crew,Não tem,living,Subordinate,Sim,
307,Whitey Bay,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
308,Little Oz Junior,550000000,Whitebeard's crew,Não tem,unknown,Subordinate,Sim,
309,Mc Guy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
310,A.O,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
311,Karma,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
312,Elmy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
313,Ramba,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
314,Delacuaji,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
315,Zodia,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
316,Palms,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
317,Bizarre,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
318,Pavlik,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
319,Vitan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
320,Islewan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
321,Epoida,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
322,Kechatch,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
323,Choi,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
324,Arhur,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
325,Hangan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
326,Reforte,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
327,Andre,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
328,Ninth,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
329,Blondie,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
330,Nosgarl,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
331,Amadob,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
332,Baggaley,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
333,Wakkem,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
334,Brew,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
335,Brocca,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
336,Rush,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
337,Great Micheal,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
338,Zucca,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
339,Cands,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
340,Kinga,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
341,Colscon,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
342,Agsilly,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
343,Julius,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
344,Happygun,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
345,Sleepy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
346,Forliewbs,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
347,Barbos Bruneriguez / Barbe Brune,80060000,The crew of Barbe Brune,Não tem,living,Captain,Não,
348,Bluejam,14300000,The Bluejam crew,Não tem,Morto,Captain,Não,
349,Porchemy,3400000,The Bluejam crew,Não tem,Morto,,Não,
350,Demaro Black,26000000,Faux Equipage du Chapeau de Paille,Não tem,living,Captain,Não,
351,Manjaro,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,
352,Chocolat,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,
353,Mounblutain,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,
354,Drip,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,
355,Nora Gitsune,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,
356,Cocoa,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,
357,Turco,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,
358,Hody Jones,0,The New Fishmen crew,Não tem,living,Captain,Não,
359,Dosun,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,
360,Zeo,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,
361,Daruma,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,
362,Ikaros Much,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,
363,Hyozo,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,
364,Vander Decken IX,0,The Flying Pirates crew,Não tem,unknown,Captain,Não,
365,Don Quijote Doflamingo,340000000,Don Quixote's crew,Ito Ito no Mi,living,Captain,Não,https://images.api-onepiece.com/fruits/0f40216451f24b2e66c9af2415f97548.png
366,Trébol,99000000,Don Quixote's crew,Beta Beta no Mi,living,Lieutenant-Chef,Não,https://images.api-onepiece.com/fruits/
367,Diamante,99000000,Don Quixote's crew,Hira Hira no Mi,living,Lieutenant-Chef,Não,https://images.api-onepiece.com/fruits/
368,Pica,99000000,Don Quixote's crew,Ishi Ishi no Mi,living,Lieutenant-Chef,Não,https://images.api-onepiece.com/fruits/
369,Vergo,0,Don Quixote's crew,Não tem,Morto,Lieutenant-Chef,Não,
370,Sugar,0,Don Quixote's crew,Hobi Hobi no Mi,living,Lieutenant of the Trebol Army,Não,https://images.api-onepiece.com/fruits/
371,Jora,0,Don Quixote's crew,Ato Ato no Mi,living,Lieutenant of the Trebol Army,Não,https://images.api-onepiece.com/fruits/
372,Lao G,61000000,Don Quixote's crew,Não tem,living,Lieutenant of the Army of Diamante,Não,
373,Señor Pink,58000000,Don Quixote's crew,Sui Sui no Mi,living,Lieutenant of the Army of Diamante,Não,https://images.api-onepiece.com/fruits/
374,Machvise,11000000,Don Quixote's crew,Ton Ton no Mi,living,Lieutenant of the Army of Diamante,Não,https://images.api-onepiece.com/fruits/
375,Dellinger,150000000,Don Quixote's crew,Não tem,living,Lieutenant of the Army of Diamante,Não,
376,Gladius,31000000,Don Quixote's crew,Pamu Pamu no Mi,living,Pica Army Lieutenant,Não,https://images.api-onepiece.com/fruits/
377,Buffallo,0,Don Quixote's crew,Guru Guru no Mi,living,Pica Army Lieutenant,Não,https://images.api-onepiece.com/fruits/
378,Monet,0,Don Quixote's crew,Yuki Yuki no Mi,Morto,Lieutenant,Não,https://images.api-onepiece.com/fruits/
379,Rocks D. Xebec,0,The Rocks crew,Não tem,unknown,Captain,Não,
380,Im Sama,0,Buggy's Delivery,Não tem,living,Manager,Não,
381,1er Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,
382,2e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,
383,3e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,
384,4e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,
385,5e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,
386,Roswald,0,Dragon Célestes,Não tem,living,,Não,
387,Charloss,0,Dragon Célestes,Não tem,living,,Não,
388,Sharlia,0,Dragon Célestes,Não tem,living,,Não,
389,Don Quijote Myosgard,0,Dragon Célestes,Não tem,Morto,,Não,
390,Jalmack,0,Dragon Célestes,Não tem,living,,Não,
391,Guernica,0,Cipher Pol,Não tem,unknown,,Não,
392,Rob Lucci,0,Cipher Pol,Zo Zo no Mi,living,,Não,https://images.api-onepiece.com/fruits/
393,Hittori,0,Cipher Pol,Não tem,living,,Não,
394,Spandam,0,Cipher Pol,Não tem,living,,Não,
395,Funckfreed,0,Cipher Pol,Zo Zo no Mi,living,,Não,https://images.api-onepiece.com/fruits/
396,Kaku,0,Cipher Pol,Ushi Ushi no Mi moderu Kirin,living,,Não,https://images.api-onepiece.com/fruits/
397,Stussy,0,Cipher Pol,Não tem,living,,Não,
398,Maha,0,Cipher Pol,Não tem,living,,Não,
399,Jerry,0,Cipher Pol,Não tem,living,,Não,
400,Wanzé,0,Cipher Pol,Não tem,living,,Não,
401,Bas,0,Enies Lobby,Não tem,living,,Não,
402,And,0,Enies Lobby,Não tem,living,,Não,
403,Kerville,0,Enies Lobby,Não tem,living,,Não,
404,Hannyabal,0,Impel Down,Não tem,living,director,Não,
405,Magellan,0,Impel Down,Doku Doku no Mi,living,vice-president,Não,https://images.api-onepiece.com/fruits/
406,Domino,0,Impel Down,Não tem,living,Head guard,Não,
407,Saldeath,0,Impel Down,Não tem,living,Chief of guards,Não,
408,Sadi,0,Impel Down,Não tem,living,Chief of the demonic guard,Não,
409,Minotaure,0,Impel Down,Não tem,living,Bestial Guard,Não,
410,Minokoala,0,Impel Down,Não tem,living,Bestial Guard,Não,
411,Minorhinocéros,0,Impel Down,Não tem,living,Bestial Guard,Não,
412,Minozèbre,0,Impel Down,Não tem,living,Bestial Guard,Não,
413,Minochihuabua,0,Impel Down,Não tem,living,Bestial Guard,Não,
414,Sakazuki / Akainu,0,Marine,Magu Magu no Mi,living,Chief Admiral,Não,https://images.api-onepiece.com/fruits/
415,Borsalino / Kizaru,0,Marine,Pika Pika no Mi,living,Admiral,Não,https://images.api-onepiece.com/fruits/
416,Issho / Fujitora,0,Marine,Zushi Zushi no Mi,living,Admiral,Não,https://images.api-onepiece.com/fruits/
417,Aramaki / Ryokugyu,0,Marine,Não tem,living,Admiral,Não,
418,Monkey D. Garp,0,Marine,Não tem,living,Vice-Admiral,Não,
419,Tsuru,0,Marine,Woshu Woshu no Mi,living,Vice-Admiral,Não,https://images.api-onepiece.com/fruits/
420,John Giant,0,Marine,Não tem,living,Vice-Admiral,Não,
421,Comir,0,Marine,Não tem,living,Vice-Admiral,Não,
422,Momonga,0,Marine,Não tem,living,Vice-Admiral,Não,
423,Onigumo,0,Marine,Não tem,living,Vice-Admiral,Não,
424,Doberman,0,Marine,Não tem,living,Vice-Admiral,Não,
425,Strawberry,0,Marine,Não tem,living,Vice-Admiral,Não,
426,Yamakaji,0,Marine,Não tem,living,Vice-Admiral,Não,
427,Dalmatien,0,Marine,Não tem,living,Vice-Admiral,Não,
428,Bastille,0,Marine,Não tem,living,Vice-Admiral,Não,
429,Smoker,0,Marine,Moku Moku no Mi,living,Vice-Admiral,Não,https://images.api-onepiece.com/fruits/
430,Maynard,0,Marine,Não tem,living,Vice-Admiral,Não,
431,Tokikake,0,Marine,Não tem,living,Vice-Admiral,Não,
432,Hina,0,Marine,Ori Ori no Mi,living,Sub-Admiral,Não,https://images.api-onepiece.com/fruits/
433,T. Bone,0,Marine,Não tem,living,Sub-Admiral,Não,
434,Pudding,0,Marine,Não tem,Morto,Rear Admiral,Não,
435,Jenfétro,0,Marine,Não tem,living,Rear Admiral,Não,
436,Brandnew,0,Marine,Não tem,living,Rear Admiral,Não,
437,Verygood,0,Marine,Beri Beri no Mi,living,Colonel,Não,https://images.api-onepiece.com/fruits/
438,Shu,0,Marine,Sabi Sabi no Mi,living,Colonel,Não,https://images.api-onepiece.com/fruits/
439,Sharinguru,0,Marine,Shari Shari no Mi,living,Colonel,Não,https://images.api-onepiece.com/fruits/
440,Tashigi,0,Marine,Não tem,living,Colonel,Não,
441,Kobby,0,Marine,Não tem,living,Colonel,Não,
442,Nezumi,0,Marine,Não tem,living,Colonel,Não,
443,Don Quijote Rosinante,0,Marine,Nagi Nahi no Mi,Morto,Lieutenant-Colonel,Não,https://images.api-onepiece.com/fruits/
444,Hermep,0,Marine,Não tem,living,Lieutenant,Não,
445,Fullbody,0,Marine,Não tem,living,Lieutenant,Não,
446,Jango,0,Marine,Não tem,living,Lieutenant,Não,
447,Sengoku,0,Marine,Hito Hito no Mi moderu Daibutsu,living,Observer,Não,https://images.api-onepiece.com/fruits/
448,Sentomaru,0,Marine,Não tem,living,Captain of the Scientific Brigade,Não,
449,X-Drake,0,Marine,Ryū Ryū no Mi Moderu Arosaurusu,living,Captain of the Sword,Não,https://images.api-onepiece.com/fruits/
450,Kaiser Moustache,0,Marine,Não tem,living,Vice-Admiral,Não,
451,Cancer,0,Marine,Não tem,living,Vice-Admiral,Não,
452,Mozambia,0,Marine,Não tem,living,Vice-Admiral,Não,
453,Lacroix,0,Marine,Não tem,living,Vice-Admiral,Não,
454,Ronz,0,Marine,Não tem,living,Vice-Admiral,Não,
455,Dohn Deynon,0,Marine,Não tem,living,Vice-Admiral,Não,
456,Draw,0,Marine,Não tem,living,Vice-Admiral,Não,
457,Sicily,0,Marine,Não tem,living,Sub-Admiral,Não,
458,Akehende,0,Marine,Não tem,living,Sub-Admiral,Não,
459,Catacombo,0,Marine,Não tem,living,Sub-Admiral,Não,
460,Kadar,0,Marine,Não tem,living,Sub-Admiral,Não,
461,Daigin,0,Marine,Não tem,living,Rear Admiral,Não,
462,Gorilla,0,Marine,Não tem,living,Colonel,Não,
463,Stelly,0,Royaume de Goa,Não tem,living,Sovereign,Não,
464,Sally Entoilette,0,Royaume de Goa,Não tem,living,Queen,Não,
465,Outlook III,0,Royaume de Goa,Não tem,living,Residents of Haute Ville,Não,
466,Didit,0,Royaume de Goa,Não tem,living,Residents of Haute Ville,Não,
467,Makino,0,Royaume de Goa,Não tem,living,Bar owner,Não,
468,Woop Slap,0,Royaume de Goa,Não tem,living,Mayor of the village of Fuchsia,Não,
469,Curly Dadan,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não,
470,Dogra,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não,
471,Magra,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não,
472,Higuma,0,Royaume de Goa,Não tem,Morto,Resident,Não,
473,Kozaburo Shimotsuki,0,Village de Shimotsuki,Não tem,Morto,Resident,Não,
474,Koshiro,0,Village de Shimotsuki,Não tem,living,Dojo Master,Não,
475,Kuina,0,Village de Shimotsuki,Não tem,Morto,Resident,Não,
476,Boodle,0,Archipel des Argao,Não tem,living,Mayor of the village of Orange,Não,
477,Chouchou,0,Archipel des Argao,Não tem,living,Store owner,Não,
478,Gaimone,0,Île des animaux étranges,Não tem,living,Guard,Não,
479,Sarfunkel,0,Île des animaux étranges,Não tem,living,Resident,Não,
480,Kaya,0,Archipel des Gecko,Não tem,living,Medical student,Não,
481,Merry,0,Archipel des Gecko,Não tem,living,Butler,Não,
482,Oignon,0,Archipel des Gecko,Não tem,living,Resident of vilalge de Sirop,Não,
483,Piment,0,Archipel des Gecko,Não tem,living,Resident of vilalge de Sirop,Não,
484,Carotte,0,Archipel des Gecko,Não tem,living,Resident of vilalge de Sirop,Não,
485,Banchina,0,Archipel des Gecko,Não tem,Morto,Resident of vilalge de Sirop,Não,
486,Zeff,0,Baratie,Não tem,living,Owner and Chef,Não,
487,Patty,0,Baratie,Não tem,living,Pastry chef,Não,
488,Canne,0,Baratie,Não tem,living,Meat cook,Não,
489,Belmer,0,Archipel Conomi,Não tem,Morto,Tangerine grower,Não,
490,Nojiko,0,Archipel Conomi,Não tem,living,Tangerine grower,Não,
491,Genzo,0,Archipel Conomi,Não tem,living,Sheriff,Não,
492,Nako,0,Archipel Conomi,Não tem,living,Doctor,Não,
493,Chabo,0,Archipel Conomi,Não tem,living,Tangerine grower,Não,
494,Johny,0,Archipel Conomi,Não tem,living,Fisherman,Não,
495,Yosaku,0,Archipel Conomi,Não tem,living,Fisherman,Não,
496,Ipponmatsu,0,Loguetown,Não tem,living,Armurier,Não,
497,Montblanc Norland,0,Royaume de Lvneel,Não tem,Morto,Explorer,Não,
498,Don Quijote Homing,0,Dragon Célestes,Não tem,Morto,,Não,
499,Portgas D. Rouge,0,Baterilla,Não tem,Morto,,Não,
500,Wapol,0,Royaume maléfique de Black Drum,Baku Baku no Mi,living,King,Não,https://images.api-onepiece.com/fruits/aa8f6a1e4770332fd38f90a71581ec79.png
501,Kinderella,0,Royaume maléfique de Black Drum,Não tem,living,Queen,Não,
502,Clover,0,Ohara,Não tem,Morto,Library Manager,Não,
503,Nico Olvia,0,Ohara,Não tem,Morto,Archaeologist,Não,
504,Haguar D. Sauro,0,Ohara,Não tem,Morto,Vice-Admiral,Não,
505,Ramen,0,Pays des fleurs,Não tem,unknown,King,Não,
506,Chinjao,542000000,Pays des fleurs,Não tem,living,,Não,
507,Crocus,0,Cap des Jumeaux,Não tem,living,Lighthouse keeper,Não,
508,Laboon,0,Cap des Jumeaux,Não tem,living,Resident,Não,
509,Miss Monday,0,Île aux cactus,Não tem,living,Resident,Não,
510,Mr 9,0,Île aux cactus,Não tem,living,Resident,Não,
511,Dorry,0,Little Garden,Não tem,living,Resident,Não,
512,Broggy,0,Little Garden,Não tem,living,Resident,Não,
513,Dolton,0,Île de Drum,Não tem,living,Sovereign,Não,
514,Kureha,0,Île de Drum,Não tem,living,Doctor,Não,
515,Hiluluk,0,Île de Drum,Não tem,Morto,Doctor,Não,
516,Chess,0,Île de Drum,Não tem,living,Chief of Staff,Não,
517,Kuromarimo,0,Île de Drum,Não tem,living,Director,Não,
518,Nefertari Cobra,0,Alabasta,Não tem,living,12th King,Não,
519,Nefertari Titi,0,Alabasta,Não tem,Morto,Queen,Não,
520,Nefertari Vivi,0,Alabasta,Não tem,living,Princess,Não,
521,Igaram,0,Alabasta,Não tem,living,Commander of the Royal Guard,Não,
522,Chaka,0,Alabasta,Inu Inu no Mi moderu Jakkaru,living,Deputy Commander of the Royal Guard,Não,https://images.api-onepiece.com/fruits/
523,Pell,0,Alabasta,Tori Tori no Mi,living,Deputy Commander of the Royal Guard,Não,https://images.api-onepiece.com/fruits/
524,Kaloo,0,Alabasta,Não tem,living,Super Duck Squadron,Não,
525,Longs-Cils,0,Alabasta,Não tem,living,Resident,Não,
526,Stomp,0,Alabasta,Não tem,living,Super Duck Squadron,Não,
527,Ivan X,0,Alabasta,Não tem,living,Super Duck Squadron,Não,
528,Cowboy,0,Alabasta,Não tem,living,Super Duck Squadron,Não,
529,Bourdon Jr.,0,Alabasta,Não tem,living,Super Duck Squadron,Não,
530,Kentarôs,0,Alabasta,Não tem,living,Super Duck Squadron,Não,
531,Hikoichi,0,Alabasta,Não tem,living,Super Duck Squadron,Não,
532,Koza,0,Alabasta,Não tem,living,Minister for the Environment,Não,
533,Toto,0,Alabasta,Não tem,living,Resident,Não,
534,Tonjit,0,Long Ring Long Land,Não tem,living,Nomad,Não,
535,Shelly,0,Long Ring Long Land,Não tem,living,Resident,Não,
536,Gedatsu,0,Source de l'insouciance,Não tem,living,Employee,Não,
537,Icebarg,0,Water Seven,Não tem,living,Galley-La Company (manager),Não,
538,Pauly,0,Water Seven,Não tem,living,Galley-La Company (vice-manager),Não,
539,Peeply Lulu,0,Water Seven,Não tem,living,Galley-La Company (head of coaters and blacksmiths),Não,
540,Tilestone,0,Water Seven,Não tem,living,"Galley-La Company (head of cabinetmakers, sailmakers and sailmakers)",Não,
541,Zanbai,0,Water Seven,Não tem,living,Galley-La Company (Zanbai syndicate),Não,
542,Mozu,0,Water Seven,Não tem,living,Bartender,Não,
543,Kiwi,0,Water Seven,Não tem,living,Bartender,Não,
544,Tom,0,Water Seven,Não tem,Morto,Tom's Workers (boss),Não,
545,Kokoro,0,Water Seven,Não tem,living,Shift Station Station Manager,Não,
546,Chimney,0,Water Seven,Não tem,living,Shift Station Sunday stationmaster,Não,
547,Gonbei,0,Water Seven,Não tem,living,Resident,Não,
548,Yokozuma,0,Water Seven,Não tem,living,Resident,Não,
549,Silvers Rayleigh,0,Archipel des Sabaody,Não tem,living,Resident,Não,
550,Shakuyaku,0,Archipel des Sabaody,Não tem,living,Resident,Não,
551,Disco,0,Archipel des Sabaody,Não tem,living,Resident,Não,
552,Duval,0,Archipel des Sabaody,Não tem,living,Resident,Não,
553,Héraclès,0,Archipel de Boing,Não tem,living,Resident,Não,
554,Loki,0,Erbaf,Não tem,living,Prince,Não,
555,Jorl,0,Erbaf,Não tem,Morto,Resident,Não,
556,Jarl,0,Erbaf,Não tem,living,Resident,Não,
557,Oimo,0,Erbaf,Não tem,living,Resident,Não,
558,Kaashii,0,Erbaf,Não tem,living,Resident,Não,
559,Sukiyaki Kozuki,0,Pays des Wa,Não tem,living,Shogun,Não,
560,Oden Kozuki,0,Pays des Wa,Não tem,Morto,Lord of Kuri,Não,
561,Toki Kozuki,0,Pays des Wa,Toki Toki no Mi,Morto,Resident,Não,https://images.api-onepiece.com/fruits/
562,Mononosuké Kozuki,0,Pays des Wa,Não tem,living,Shogun,Não,https://images.api-onepiece.com/fruits/
563,Hiyori Kozuki,0,Pays des Wa,Não tem,living,Courtesan,Não,
564,Kinémon,0,Pays des Wa,Fuku Fuku no Mi,living,Red sheaths,Não,https://images.api-onepiece.com/fruits/
565,Denjiro,0,Pays des Wa,Não tem,living,Red sheaths,Não,
566,Izo,510000000,Pays des Wa,Não tem,Morto,Red sheaths,Não,
567,Kikunojo,0,Pays des Wa,Não tem,living,Red sheaths,Não,
568,Raizo,0,Pays des Wa,Não tem,living,Red sheaths,Não,
569,Ashura Doji,0,Pays des Wa,Não tem,Morto,Red sheaths,Não,
570,Kawamatsu,0,Pays des Wa,Não tem,living,Red sheaths,Não,
571,Shinobu,0,Pays des Wa,Juku Juku no Mi,living,Red sheaths,Não,https://images.api-onepiece.com/fruits/
572,Orochi Kurozumi,0,Pays des Wa,Hebi Hebi no Mi moderu Yamata no Orochi,Morto,Shogun,Não,https://images.api-onepiece.com/fruits/
573,Kanjuro Kurozumi,0,Pays des Wa,Fude Fude no Mi,living,Red sheaths,Não,https://images.api-onepiece.com/fruits/
574,Semimaru Kurozumi,0,Pays des Wa,Bari Bari no Mi,Morto,Kurozumo clan,Não,https://images.api-onepiece.com/fruits/
575,Higurashi Kurozumi,0,Pays des Wa,Mane Mane no Mi,Morto,Kurozumo clan,Não,https://images.api-onepiece.com/fruits/
